[1]	[1]	2	15659
[1]	[48]	2	14068
[41]	[1]	2	14051
[41]	[37]	2	13439
[1]	[1]	1	13124
[1]	[32]	2	12354
[1]	[37]	2	12213
[41]	[32]	2	11866
[1]	[45]	2	11220
[1]	[48]	1	11186
[41]	[48]	2	10777
[1]	[45]	1	10481
[41]	[22]	2	10394
[41]	[45]	2	10146
[1;16]	[1]	2	9858
[1]	[41]	2	9768
[1;16]	[32]	2	9737
[1]	[2]	1	9049
[1;16]	[48]	2	9040
[1]	[37]	1	8821
[1;16]	[37]	2	8557
[1]	[22]	2	8203
[1]	[17]	2	7989
[41]	[17]	2	7484
[1]	[17]	1	7365
[1]	[10]	2	7148
[1;16]	[22]	2	7123
[41]	[41]	2	6865
[41]	[2]	2	6378
[41]	[34]	2	6109
[41]	[36]	2	6074
[1]	[34]	2	5833
[1]	[36]	2	5806
[41]	[3]	2	5747
[1]	[41]	1	5505
[1;16]	[45]	2	5284
[1]	[40]	2	5018
[1]	[46]	2	4999
[1]	[42]	2	4958
[1;16]	[17]	2	4736
[1]	[34]	1	4731
[41]	[46]	2	4674
[2]	[48]	2	4658
[3]	[48]	2	4599
[2]	[32]	2	4553
[41]	[5]	2	4541
[10]	[32]	2	4530
[1;16]	[41]	2	4529
[1]	[46]	1	4513
[1]	[5]	1	4473
[2]	[37]	2	4462
[2]	[1]	2	4328
[10]	[48]	2	4272
[3]	[1]	2	4272
[41]	[10]	2	4237
[41]	[42]	2	4218
[10]	[37]	2	4175
[1]	[43]	2	4111
[3]	[32]	2	4039
[3]	[37]	2	3824
[1;16]	[36]	2	3814
[41]	[40]	2	3800
[32]	[32]	2	3652
[10]	[45]	2	3594
[3]	[45]	2	3581
[3]	[22]	2	3556
[1;16]	[46]	2	3520
[32]	[1]	2	3337
[32]	[37]	2	3335
[1]	[2]	2	3310
[1]	[19]	1	3298
[1;16]	[34]	2	3273
[1]	[43]	1	3236
[32]	[48]	2	3200
[1]	[36]	1	3187
[1]	[49]	2	3171
[10]	[22]	2	3115
[2]	[22]	2	3030
[1;16]	[40]	2	2955
[41]	[43]	2	2945
[3]	[41]	2	2933
[41]	[19]	2	2920
[10]	[1]	2	2912
[1]	[19]	2	2865
[32]	[45]	2	2818
[10]	[36]	2	2801
[1]	[3]	2	2793
[1]	[40]	1	2782
[10]	[17]	2	2734
[1]	[5]	2	2722
[1]	[24]	1	2708
[10]	[41]	2	2704
[2]	[17]	2	2631
[3]	[17]	2	2631
[1]	[39]	2	2624
[2;16]	[22]	2	2608
[1;16]	[42]	2	2577
[1]	[24]	2	2559
[3]	[36]	2	2551
[2;16]	[32]	2	2541
[41]	[39]	2	2533
[2;16]	[48]	2	2533
[41]	[49]	2	2528
[41]	[24]	2	2511
[1;16]	[43]	2	2379
[1]	[32]	1	2286
[32]	[22]	2	2232
[10]	[34]	2	2216
[1]	[44]	1	2188
[32]	[17]	2	2096
[2;16]	[37]	2	2057
[2]	[10]	2	2029
[1]	[35]	2	1985
[3]	[34]	2	1985
[36]	[1]	2	1937
[3]	[42]	2	1933
[1;16]	[49]	2	1883
[5]	[48]	2	1877
[36]	[37]	2	1804
[10]	[42]	2	1788
[1]	[42]	1	1760
[2]	[46]	2	1690
[1]	[3]	1	1665
[36]	[48]	2	1660
[1]	[49]	1	1654
[5]	[32]	2	1637
[3]	[3]	2	1630
[3]	[46]	2	1627
[32]	[41]	2	1615
[1]	[35]	1	1609
[36]	[22]	2	1602
[5]	[45]	2	1581
[3]	[10]	2	1576
[10]	[46]	2	1574
[41]	[35]	2	1574
[1]	[22]	1	1555
[1;16]	[39]	2	1549
[3]	[48]	1	1514
[1;16]	[24]	2	1511
[1;16]	[19]	2	1502
[32]	[34]	2	1496
[5]	[37]	2	1466
[2]	[5]	2	1458
[1]	[44]	2	1458
[1]	[39]	1	1436
[3]	[5]	2	1414
[3]	[40]	2	1397
[36]	[45]	2	1394
[36]	[32]	2	1393
[11;16]	[22]	2	1384
[41]	[44]	2	1344
[10]	[40]	2	1338
[2]	[3]	2	1326
[10]	[43]	2	1323
[32]	[46]	2	1286
[1;16]	[5]	2	1242
[5]	[1]	2	1241
[32]	[10]	2	1236
[2]	[45]	2	1236
[11;16]	[48]	2	1227
[3]	[37]	1	1212
[32]	[36]	2	1209
[32]	[42]	2	1184
[5]	[41]	2	1168
[2]	[1]	1	1161
[1;16]	[35]	2	1133
[3;16]	[48]	2	1129
[32]	[3]	2	1123
[3]	[43]	2	1109
[32]	[40]	2	1107
[1]	[7]	1	1091
[2]	[39]	1	1086
[5]	[17]	2	1076
[11;16]	[1]	2	1066
[36]	[17]	2	1045
[3]	[45]	1	1033
[2;16]	[17]	2	1007
[3;16]	[22]	2	986
[10]	[39]	2	962
[5]	[22]	2	962
[10]	[49]	2	952
[32]	[2]	2	946
[32]	[39]	2	944
[32]	[5]	2	935
[3]	[17]	1	918
[3;16]	[1]	2	904
[11;16]	[32]	2	903
[36]	[34]	2	898
[3]	[49]	2	890
[3]	[2]	2	888
[10]	[24]	2	884
[3;16]	[32]	2	878
[32]	[43]	2	875
[2]	[34]	2	871
[2]	[2]	2	866
[5]	[36]	2	863
[5]	[42]	2	863
[10]	[19]	2	857
[5]	[34]	2	853
[3;16]	[37]	2	851
[11;16]	[37]	2	831
[11;16]	[45]	2	823
[2]	[45]	1	821
[2]	[41]	2	820
[36]	[3]	2	794
[13]	[32]	2	774
[2]	[37]	1	773
[3]	[24]	2	763
[5;16]	[48]	2	760
[3]	[19]	2	758
[3;16]	[5]	2	758
[3;16]	[45]	2	734
[3]	[39]	2	729
[2]	[43]	1	724
[1;16]	[10]	2	710
[13]	[48]	2	705
[2;16]	[46]	2	704
[2]	[41]	1	698
[5;16]	[1]	2	687
[13]	[37]	2	685
[3]	[41]	1	683
[5;16]	[37]	2	675
[1]	[4]	1	670
[1;16]	[44]	2	667
[5;16]	[32]	2	665
[2]	[2]	1	662
[3]	[1]	1	660
[32]	[37]	1	654
[1;16]	[3]	2	647
[5]	[37]	1	642
[5]	[43]	2	642
[36]	[2]	2	638
[5;16]	[22]	2	617
[13]	[22]	2	614
[32]	[1]	1	614
[3]	[34]	1	611
[36]	[41]	2	601
[5]	[40]	2	591
[32]	[24]	2	590
[36]	[36]	2	590
[3]	[46]	1	588
[2]	[48]	1	584
[5]	[48]	1	583
[2]	[36]	2	572
[2]	[42]	2	566
[1]	[38]	1	562
[13]	[45]	2	560
[5]	[45]	1	558
[36]	[46]	2	547
[5;16]	[41]	2	545
[3]	[35]	2	544
[11;16]	[17]	2	544
[32]	[19]	2	543
[2]	[32]	1	539
[10]	[35]	2	537
[5]	[46]	2	536
[36]	[10]	2	532
[11;16]	[46]	2	530
[11;16]	[41]	2	528
[13]	[41]	2	512
[36]	[40]	2	510
[36]	[43]	2	508
[5;16]	[45]	2	506
[4]	[22]	2	501
[2]	[43]	2	497
[4]	[48]	2	492
[1]	[20]	1	491
[2]	[40]	2	490
[3;16]	[17]	2	490
[2]	[17]	1	488
[32]	[49]	2	482
[3;16]	[36]	2	481
[36]	[42]	2	479
[3;16]	[41]	2	468
[36]	[35]	2	462
[3;16]	[3]	2	461
[41]	[7]	2	457
[3]	[44]	2	455
[13]	[34]	2	454
[13]	[1]	2	453
[11;16]	[36]	2	452
