Bava	2	203
mAMsa	1	203
yaWAvaw	2	203
pramANam	2	203
asyAH	2	203
viSva	1	203
vIra	2	203
maNdalam	2	202
vaSam	2	202
mucyawe	2	202
kRaNAw	2	202
aXipaH	2	202
vipraH	2	201
xAna	1	201
xoRaH	2	200
BAva	1	200
vAk	1	200
smqwAH	2	200
sarvaxA	2	200
arXam	2	200
janaH	2	200
Srowum	2	199
pravakRyAmi	2	199
anwa	1	199
vikramaH	2	199
rAjAnaH	2	199
piwQn	2	199
xam	2	198
muKa	1	198
wawwvam	2	198
vakRyAmi	2	198
xve	2	198
wAmra	1	198
aparam	2	198
raNa	1	198
ewam	2	198
Awmakam	2	197
snAnam	2	197
ISvaram	2	197
xravya	1	196
brAhmaNam	2	196
viXi	1	195
bIjam	2	195
balavAn	2	195
SivaH	2	195
piwaraH	2	194
buxXyA	2	194
kaxAcana	2	194
hewoH	2	194
xvija	1	194
xroNa	1	194
yogaH	2	193
hewuH	2	193
gaNAH	2	193
rakRasAm	2	193
sWiwAH	2	192
ASrama	1	192
piwaram	2	191
anya	1	191
hqxayam	2	191
haram	2	190
xaNdaH	2	190
Baxram	2	190
pqWivyAm	2	190
pANdavAn	2	190
xeSe	2	189
BavawaH	2	189
manuH	2	189
xeyam	2	189
vaXa	1	189
Sivam	2	189
paramAm	2	189
kulam	2	189
rAvaNaH	2	189
jana	1	188
gaNa	1	188
soma	1	188
Axiwya	1	188
SakwiH	2	188
puwrasya	2	188
xvijaH	2	187
xevEH	2	187
Axi	2	186
aXikam	2	186
karmaNAm	2	186
xqRtaH	2	186
pqWivI	2	186
puwrAn	2	185
BrAwA	2	185
jarA	1	184
bANa	1	184
xIrGa	1	184
yaw	1	184
bAhu	1	184
loha	1	184
maNi	1	184
UrXva	1	183
siMha	1	183
prApnowi	2	183
SUla	1	183
praBqwi	2	183
praviSya	2	183
vixuraH	2	183
jagrAha	2	183
ewAn	2	182
cakram	2	181
xroNam	2	181
varRam	2	181
sahiwAH	2	181
vajram	2	181
sAwyakiH	2	181
AxyEH	2	180
Gnam	2	180
rAwrO	2	180
bahuXA	2	180
ciwra	1	180
karwA	2	180
bANEH	2	180
parvawa	1	179
sanwi	2	179
haswa	1	179
agninA	2	179
Sakra	1	179
maXu	1	178
kRaya	1	178
SilA	1	178
kanyA	2	178
sUwam	2	178
yayAwiH	2	178
nanxana	2	178
jIvawi	2	177
jyowiH	2	177
avApnowi	2	177
upamam	2	177
pumAn	2	177
nava	1	177
BUwam	2	177
carew	2	176
sneha	1	176
rajaH	2	176
akarow	2	176
hari	1	176
asmE	2	176
vasiRTaH	2	176
BrAwqBiH	2	176
xeham	2	175
nAmnA	2	175
mokRa	1	175
yojayew	2	174
balAw	2	174
guNAn	2	174
Basma	2	174
brahman	2	174
safKye	2	174
nASanam	2	173
cUrNam	2	173
sarvasya	2	173
anyAn	2	173
yamaH	2	173
xqRtam	2	173
karmaNaH	2	173
rAkRasaH	2	173
niwya	1	172
balena	2	172
maheSvaraH	2	172
BAryA	2	172
qRiBiH	2	171
priye	2	171
qRaBaH	2	171
SeRam	2	170
jvara	1	170
SuxXa	1	170
cawvAraH	2	170
rAGavaH	2	170
haraH	2	169
yuge	2	169
xvijAH	2	169
kRawra	1	169
brahmaNA	2	169
pAxO	2	168
mAnasaH	2	168
varuNaH	2	168
aBARawa	2	168
mawaH	2	168
wAsAm	2	168
SawaSaH	2	168
janamejayaH	2	168
xakRiNe	2	167
saMyukwam	2	167
mAnavaH	2	167
agnO	2	167
garBa	1	167
kalpa	1	167
piwQNAm	2	167
Sriyam	2	167
SUrAH	2	167
kqwe	2	166
anyEH	2	166
kRipew	2	166
XaraH	2	166
apaSyaw	2	166
anila	1	165
bahu	2	165
yAm	2	165
nArAyaNa	1	165
prawApavAn	2	165
yuXiRTiram	2	165
pravarwawe	2	164
rUpaH	2	164
jAwam	2	163
priyaH	2	163
ukwa	1	163
vrawa	1	163
vixaH	2	163
ASramam	2	163
puwrANAm	2	163
purAwanam	2	163
viviXAni	2	162
mukwaH	2	162
yukwAH	2	162
AkASam	2	162
bravImi	2	162
jaGAna	2	162
xaxAwi	2	162
mEwreyaH	2	162
sEnyam	2	162
ixAnIm	2	161
samAcarew	2	161
kurvanwi	2	161
afgam	2	161
ukwAH	2	161
pawim	2	161
lokAnAm	2	161
aMSena	2	161
cakruH	2	161
iwihAsam	2	161
aparaH	2	160
XImAn	2	160
yogI	2	159
karmaBiH	2	159
SUraH	2	159
mAhAwmyam	2	159
praNamya	2	159
Xarme	2	159
pArWiva	2	159
xaNda	1	158
yaWAviXi	2	158
BUmi	1	158
gqha	1	158
manwram	2	158
anqwam	2	158
papAwa	2	158
bahUn	2	157
prAwaH	2	157
icCawi	2	157
janma	2	157
Gora	1	157
icCasi	2	157
mahyam	2	157
avyayam	2	157
vacanAw	2	157
aho	2	157
