mahA	mahaw	iic.			7078
sarva	sarva	iic.			4158
waw	wax	iic.			3054
Xarma	Xarma	iic.			2274
sva	sva	iic.			1734
xeva	xeva	iic.			1404
rAja	rAjan	iic.			1341
arWam	arWa	m. sg. acc.			1218
brahma	brahman	iic.			1147
Axi	Axi	iic.			1011
arWa	arWa	iic.			924
nara	nara	iic.			830
eka	eka	iic.			799
parama	parama	iic.			776
loka	loka	iic.			775
Awma	Awman	iic.			738
kqwa	kqwa	iic.	kq	pp.	734
AwmA	Awman	m. sg. nom.			731
SrI	SrI	iic.			719
para	para	iic.			702
Barawa	Barawa	iic.			687
kAla	kAla	iic.			682
puruRa	puruRa	iic.			675
karma	karman	iic.			665
rasa	rasa	iic.			644
bala	bala	iic.			642
kAma	kAma	iic.			640
pUrva	pUrva	iic.			635
guNa	guNa	iic.			632
wri	wri	iic.			627
raWa	raWa	iic.			626
agni	agni	iic.			619
qRaBa	qRaBa	m. sg. voc.			610
sawya	sawya	iic.			604
vexa	vexa	iic.			581
pApa	pApa	iic.			579
Pala	Pala	iic.			575
maw	asmax	iic.			564
puwra	puwra	iic.			536
Sara	Sara	iic.			534
suKa	suKa	iic.			520
sama	sama	iic.			519
bahu	bahu	iic.			516
Sawa	Sawa	iic.			515
AxayaH	Axi	m. pl. nom.			503
yoga	yoga	iic.			502
vara	vara	iic.			493
inxra	inxra	m. sg. voc.			488
muni	muni	iic.			473
xoRa	xoRa	iic.			453
rUpa	rUpa	iic.			444
kuru	kuru	iic.			439
balaH	bala	m. sg. nom.			433
sura	sura	iic.			424
jFAna	jFAna	iic.			421
guru	guru	iic.			420
viw	vix	m. sg. nom.			403
xuHKa	xuHKa	iic.			401
inxra	inxra	iic.			399
wvaw	yuRmax	iic.			399
Soka	Soka	iic.			395
varRa	varRa	iic.			393
rAkRasa	rAkRasa	iic.			381
manwra	manwra	iic.			378
Siva	Siva	iic.			377
wejAH	wejas	m. sg. nom.			374
wawwva	wawwva	iic.			368
piwq	piwq	iic.			367
kula	kula	iic.			365
wapaH	wapas	iic.			362
yajFa	yajFa	iic.			361
cawuH	cawur	iic.			359
sapwa	sapwan	iic.			353
paFca	paFcan	iic.			351
sUrya	sUrya	iic.			351
pAxa	pAxa	iic.			345
nAga	nAga	iic.			344
BIma	BIma	iic.			337
prANa	prANa	iic.			334
canxra	canxra	iic.			333
bAhuH	bAhu	m. sg. nom.			333
xivya	xivya	iic.			332
lokam	loka	m. sg. acc.			329
SAswra	SAswra	iic.			327
puNya	puNya	iic.			325
puRpa	puRpa	iic.			323
sawwama	sawwama	m. sg. voc.			323
kqRNa	kqRNa	iic.			322
xvi	xvi	iic.			322
jala	jala	iic.			320
hema	heman	iic.			318
viRa	viRa	iic.			316
xaSa	xaSan	iic.			312
Baya	Baya	iic.			312
nqpa	nqpa	iic.			311
xeha	xeha	iic.			306
varNa	varNa	iic.			306
jiwa	jiwa	iic.	ji	pp.	306
swrI	swrI	iic.			303
anwe	anwa	m. sg. loc.			301
sahasra	sahasra	iic.			299
SreRTa	SreRTa	m. sg. voc.			297
pANdu	pANdu	iic.			295
sawwva	sawwva	iic.			292
jFaH	jFa	m. sg. nom.			292
aswra	aswra	iic.			288
kaPa	kaPa	iic.			287
amiwa	amiwa	iic.			287
qRi	qRi	iic.			284
gaja	gaja	iic.			284
kroXa	kroXa	iic.			283
priya	priya	iic.			281
piwwa	piwwa	iic.			279
hawa	hawa	iic.	han	pp.	278
ganXarva	ganXarva	iic.			276
vana	vana	iic.			275
Rat	RaR	iic.			273
brAhmaNa	brAhmaNa	iic.			271
viRNu	viRNu	iic.			270
mayaH	maya	m. sg. nom.			269
anna	anna	iic.			268
yama	yama	iic.			267
arXa	arXa	iic.			267
alpa	alpa	iic.			266
inxriya	inxriya	iic.			265
sWaH	sWa	m. sg. nom.			263
vajra	vajra	iic.			260
mArkaNdeyaH	mArkaNdeya	m. sg. nom.			260
mqga	mqga	iic.			259
arka	arka	iic.			255
paxma	paxma	iic.			255
rAma	rAma	iic.			254
SuBa	SuBa	iic.			253
ruxra	ruxra	iic.			252
kqw	kqw	m. sg. nom.			251
svarga	svarga	iic.			251
manaH	manas	iic.			250
aSva	aSva	iic.			250
vAnara	vAnara	iic.			250
maXya	maXya	iic.			249
AxiBiH	Axi	m. pl. i.			249
rawna	rawna	iic.			249
qRayaH	qRi	m. pl. nom.			249
mqwyu	mqwyu	iic.			248
roga	roga	iic.			247
afga	afga	iic.			245
SarIra	SarIra	iic.			244
xeSa	xeSa	iic.			244
raWaH	raWa	m. sg. nom.			243
ganXa	ganXa	iic.			242
vixyA	vixyA	iic.			242
SafKa	SafKa	iic.			241
xaH	xa	m. sg. nom.			240
buxXi	buxXi	iic.			237
Sawru	Sawru	iic.			237
vipra	vipra	iic.			236
gawa	gawa	iic.	gam	pp.	235
