ca	ca	conj.			35235
na	na	part.			11084
eva	eva	prep.			10412
uvAca	vac	pft. ac. sg. 3			9064
wu	wu	conj.			7826
iwi	iwi	part.			6857
waWA	waWA	adv.			6004
sa	wax	m. sg. nom.			4964
wawaH	wawas	adv.			4642
hi	hi	part.			4042
iva	iva	part.			3669
wawra	wawra	adv.			3242
yaWA	yaWA	conj.			2914
evam	evam	adv.			2849
vA	vA	conj.			2780
waw	wax	n. sg. nom.			2768
wasya	wax	m. sg. g.			2706
yaH	yax	m. sg. nom.			2657
wam	wax	m. sg. acc.			2442
we	wax	m. pl. nom.			2173
vE	vE	conj.			2135
waw	wax	n. sg. acc.			2106
waxA	waxA	adv.			1972
aWa	aWa	conj.			1825
yaw	yax	n. sg. nom.			1688
Bavew	BU	opt. [1] ac. sg. 3			1632
awra	awra	adv.			1425
sarve	sarva	m. pl. nom.			1389
xqRtvA	xqRtvA	abs.	xqS		1380
ayam	ixam	m. sg. nom.			1366
saH	wax	m. sg. nom.			1320
ewaw	ewax	n. sg. nom.			1246
Bavawi	BU	pr. [1] ac. sg. 3			1235
ye	yax	m. pl. nom.			1198
me	asmax	* sg. g.			1179
sA	wax	f. sg. nom.			1166
asya	ixam	m. sg. g.			1158
aham	asmax	* sg. nom.			1153
syAw	as	opt. [2] ac. sg. 3			1145
SruwvA	SruwvA	abs.	Sru		1112
abravIw	brU	impft. [2] ac. sg. 3			1075
namaH	namas	n. sg. nom.			1072
vESampAyanaH	vESampAyana	m. sg. nom.			1065
iha	iha	adv.			1062
weRAm	wax	m. pl. g.			973
yawra	yawra	adv.			937
wena	wax	m. sg. i.			935
ucyawe	vac	pr. ps. sg. 3			933
wvam	yuRmax	* sg. nom.			933
yaxi	yaxi	conj.			926
we	yuRmax	* sg. g.			924
ha	ha	part.			913
ixam	ixam	n. sg. nom.			901
rAjA	rAjan	m. sg. nom.			896
aswi	as	pr. [2] ac. sg. 3			892
kaWam	kaWam	adv.			874
kqwvA	kqwvA	abs.	kq		844
wava	yuRmax	* sg. g.			833
mama	asmax	* sg. g.			825
yuXiRTiraH	yuXiRTira	m. sg. nom.			824
eRa	ewax	m. sg. nom.			797
saxA	saxA	adv.			795
Aha	ah	pft. ac. sg. 3			783
BIRmaH	BIRma	m. sg. nom.			770
nAma	nAma	prep.			747
wAm	wax	f. sg. acc.			731
yasya	yax	m. sg. g.			718
BArawa	BArawa	m. sg. voc.			712
ukwam	ukwa	n. sg. nom.	vac	pp.	697
ixam	ixam	n. sg. acc.			682
jAyawe	jan	pr. [4] md. sg. 3			658
ewaw	ewax	n. sg. acc.			648
rAjan	rAjan	m. sg. voc.			643
sarvam	sarva	n. sg. nom.			637
kuryAw	kq	opt. [8] ac. sg. 3			634
wAn	wax	m. pl. acc.			615
kim	kim	n. sg. nom.			614
sma	sma	part.			594
yaxA	yaxA	adv.			588
BagavAn	Bagavaw	m. sg. nom.			585
ukwaH	ukwa	m. sg. nom.	vac	pp.	581
saMSayaH	saMSaya	m. sg. nom.			579
XarmaH	Xarma	m. sg. nom.			563
saFjayaH	saFjaya	m. sg. nom.			560
yawaH	yawas	adv.			555
ewe	ewax	m. pl. nom.			549
wasmin	wax	m. sg. loc.			537
yAvaw	yAvaw	adv.			534
yaw	yax	n. sg. acc.			530
axya	axya	adv.			530
vacanam	vacana	n. sg. acc.			517
Bavanwi	BU	pr. [1] ac. pl. 3			509
BaviRyawi	BU	fut. ac. sg. 3			507
awaH	awas	adv.			501
xevAH	xeva	m. pl. nom.			499
aBavaw	BU	impft. [1] ac. sg. 3			498
param	para	n. sg. nom.			491
UcuH	vac	pft. ac. pl. 3			481
wena	wax	n. sg. i.			477
asO	axas	m. sg. nom.			475
anye	anya	m. pl. nom.			466
AhuH	ah	pft. ac. pl. 3			463
puwraH	puwra	m. sg. nom.			463
sarvam	sarva	n. sg. acc.			459
naraH	nara	m. sg. nom.			447
loke	loka	m. sg. loc.			445
ukwvA	ukwvA	abs.	vac		437
asi	as	pr. [2] ac. sg. 2			430
mayA	asmax	* sg. i.			429
asmi	as	pr. [2] ac. sg. 1			423
brahmA	brahman	m. sg. nom.			419
AsIw	as	impft. [2] ac. sg. 3			416
wAvaw	wAvaw	adv.			404
vAkyam	vAkya	n. sg. acc.	vac	pfp. [1]	404
prawi	prawi	prep.			401
ekaH	eka	m. sg. nom.			389
AwmanaH	Awman	m. sg. g.			388
raNe	raNa	m. sg. loc.			383
samyak	samyak	adv.			382
AwmAnam	Awman	m. sg. acc.			378
wasmAw	wax	n. sg. abl.			371
kqwam	kqwa	n. sg. nom.	kq	pp.	370
wO	wax	m. du. nom.			362
vacaH	vacas	n. sg. acc.			358
sarvAn	sarva	m. pl. acc.			357
vixyawe	vix	pr. ps. sg. 3			356
yA	yax	f. sg. nom.			355
agniH	agni	m. sg. nom.			352
xevaH	xeva	m. sg. nom.			352
parASaraH	parASara	m. sg. nom.			351
nAnA	nAnA	adv.			347
kAle	kAla	m. sg. loc.			346
wasyAH	wax	f. sg. g.			345
sarveRAm	sarva	m. pl. g.			344
xaxyAw	xA	opt. [3] ac. sg. 3			344
we	yuRmax	* sg. dat.			342
sawyam	sawya	n. sg. nom.			340
brAhmaNaH	brAhmaNa	m. sg. nom.			338
wAwa	wAwa	m. sg. voc.			336
smqwaH	smqwa	m. sg. nom.	smq	pp.	334
puruRaH	puruRa	m. sg. nom.			334
mahAn	mahaw	m. sg. nom.			332
wapasA	wapas	n. sg. i.			331
iyam	ixam	f. sg. nom.			325
om	om	part.			325
wvayA	yuRmax	* sg. i.			324
aBUw	BU	aor. [1] ac. sg. 3			322
Xqwa-rARtraH	XqwarARtra	m. sg. nom.	Xq		322
pqWak	pqWak	adv.			316
gawvA	gawvA	abs.	gam		316
SqNu	Sru	imp. [5] ac. sg. 2			312
baBUva	BU	pft. ac. sg. 3			312
piwA	piwq	m. sg. nom.			312
SarEH	Sara	m. pl. i.			300
arjunaH	arjuna	m. sg. nom.			299
kaH	kim	m. sg. nom.			296
mAm	asmax	* sg. acc.			296
qRayaH	qRi	m. pl. nom.			294
praBuH	praBu	m. sg. nom.			292
wasmin	wax	n. sg. loc.			292
manaH	manas	n. sg. nom.			290
vinA	vinA	prep.			290
anyaWA	anyaWA	adv.			289
anyaw	anya	n. sg. nom.			289
aswu	as	imp. [2] ac. sg. 3			288
cew	cex	conj.			286
maXye	maXya	n. sg. loc.			284
karma	karman	n. sg. acc.			283
karowi	kq	pr. [8] ac. sg. 3			281
Xarmam	Xarma	m. sg. acc.			281
vexa	vix	pft. ac. sg. 3			281
kva	kva	adv.			280
xaxarSa	xqS	pft. ac. sg. 3			280
mArkaNdeyaH	mArkaNdeya	m. sg. nom.			280
wEH	wax	m. pl. i.			278
BUyaH	BUyas	adv.			275
arWaH	arWa	m. sg. nom.			275
gawaH	gawa	m. sg. nom.	gam	pp.	273
varaH	vara	m. sg. nom.			273
balam	bala	n. sg. nom.			271
mahaw	mahaw	n. sg. acc.			271
AwmA	Awman	m. sg. nom.			271
kuruwe	kq	pr. [8] md. sg. 3			270
yena	yax	m. sg. i.			270
vAyuH	vAyu	m. sg. nom.			269
xawwvA	xawwvA	abs.	xA		269
jagAma	gam	pft. ac. sg. 3			266
mahaw	mahaw	n. sg. nom.			261
BavAn	Bavaw	m. sg. nom.			259
manasA	manas	n. sg. i.			259
rAmaH	rAma	m. sg. nom.			259
kvaciw	kvacix	adv.			258
yam	yax	m. sg. acc.			258
karmaNA	karman	n. sg. i.			257
wayoH	wax	m. du. g.			256
Palam	Pala	n. sg. nom.			256
wrayaH	wri	m. pl. nom.			255
wapaH	wapas	n. sg. nom.			255
gawiH	gawi	f. sg. nom.			253
karma	karman	n. sg. nom.			252
ISvaraH	ISvara	m. sg. nom.			250
asmin	ixam	m. sg. loc.			250
naH	asmax	* pl. g.			250
sWiwaH	sWiwa	m. sg. nom.	sWA	pp.	249
sarvaSaH	sarvaSas	adv.			249
nAraxaH	nAraxa	m. sg. nom.			249
kArayew	kAray	ca. opt. ac. sg. 3			249
anena	ixam	m. sg. i.			248
kim	kim	n. sg. acc.			248
sarvawaH	sarvawas	adv.			247
wasya	wax	n. sg. g.			246
wapaH	wapas	n. sg. acc.			246
jFAwvA	jFAwvA	abs.	jFA		244
xqSyawe	xqS	pr. ps. sg. 3			243
anyaH	anya	m. sg. nom.			242
wasmE	wax	m. sg. dat.			242
BUwvA	BUwvA	abs.	BU		242
vixuH	vix	pft. ac. pl. 3			241
yAwi	yA	pr. [2] ac. sg. 3			241
kAlaH	kAla	m. sg. nom.			240
xevam	xeva	m. sg. acc.			238
pacew	pac	opt. [1] ac. sg. 3			238
buxXiH	buxXi	f. sg. nom.			238
xuryoXanaH	xuryoXana	m. sg. nom.			237
viRNuH	viRNu	m. sg. nom.			236
gawim	gawi	f. sg. acc.			236
Buvi	BU	f. sg. loc.			236
paramam	parama	n. sg. nom.			234
paraH	para	m. sg. nom.			234
smqwam	smqwa	n. sg. nom.	smq	pp.	234
eRA	ewax	f. sg. nom.			234
xevAnAm	xeva	m. pl. g.			234
kruxXaH	kruxXa	m. sg. nom.	kruX	pp.	233
vyAsaH	vyAsa	m. sg. nom.			233
xevi	xevI	f. sg. voc.			232
viSAm	viS	f. pl. g.			232
brahma	brahman	n. sg. nom.			231
hanwi	han	pr. [2] ac. sg. 3			227
