nanxanaH	nanxana	m. sg. nom.			85
AhAra	AhAra	iic.			84
pqWivI	pqWivI	iic.			84
pIwa	pIwa	iic.			84
vAsuxeva	vAsuxeva	iic.			84
Xaram	Xara	m. sg. acc.			83
kqwam	kqwa	n. sg. nom.	kq	pp.	83
upamaH	upama	m. sg. nom.			83
AwmanaH	Awman	m. sg. g.			83
nakRawra	nakRawra	iic.			83
suhqw	suhqx	iic.			83
BUwaH	BUwa	m. sg. nom.	BU	pp.	83
vacaH	vacas	n. sg. acc.			83
vqkoxaraH	vqkoxara	m. sg. nom.			83
xanwa	xanwa	iic.			82
mukwi	mukwi	iic.			82
AkASa	AkASa	iic.			82
viXiH	viXi	m. sg. nom.			82
avyakwa	avyakwa	iic.			82
xvayam	xvaya	n. sg. acc.			82
XyAna	XyAna	iic.			82
haya	haya	iic.			82
kamala	kamala	iic.			82
puta	puta	iic.			81
haMsa	haMsa	iic.			81
keSa	keSa	iic.			81
harRa	harRa	iic.			81
vaSam	vaSa	m. sg. acc.			81
aSvameXa	aSvameXa	iic.			81
SreRTaH	SreRTa	m. sg. nom.			80
mArga	mArga	iic.			80
cAru	cAru	iic.			80
sWiwi	sWiwi	iic.			80
jIva	jIva	iic.			80
BAk	BAj	m. sg. nom.			79
kRAra	kRAra	iic.			79
GnaH	Gna	m. sg. nom.			79
xuRta	xuRta	iic.	xuR	pp.	79
saw	saw	iic.	as	ppr. [2] ac.	79
nava	navan	iic.			79
pUjA	pUjA	iic.			79
viRaya	viRaya	iic.			79
SrAxXa	SrAxXa	iic.			79
inxram	inxra	m. sg. acc.			79
jFa	jFa	m. sg. voc.			79
kaNTa	kaNTa	iic.			78
upamam	upama	m. sg. acc.			78
xqRta	xqRta	iic.	xqS	pp.	78
praxam	praxa	n. sg. nom.			78
hIna	hIna	iic.	hA	pp.	78
viviXa	viviXa	iic.			78
karma	karman	n. sg. nom.			78
kAraNa	kAraNa	iic.			78
SreRTam	SreRTa	m. sg. acc.			78
sarpa	sarpa	iic.			77
xarSanam	xarSana	n. sg. nom.			77
nija	nija	iic.			77
siwa	siwa	iic.			77
sahasreNa	sahasra	n. sg. i.			77
nAma	nAman	iic.			77
pala	pala	iic.			77
mqw	mqx	iic.			77
samam	sama	n. sg. nom.			77
kaWA	kaWA	iic.			77
kOrava	kOrava	iic.			77
Svewa	Svewa	iic.			76
Bakwi	Bakwi	iic.			76
prApwa	prApwa	iic.	prAp	pp.	76
vraNa	vraNa	iic.			76
uxaka	uxaka	iic.			76
kopa	kopa	iic.			76
ruXira	ruXira	iic.			76
mAlya	mAlya	iic.			76
kalA	kalA	iic.			76
sampannaH	saMpanna	m. sg. nom.	saMpax	pp.	76
labXa	labXa	iic.	laB	pp.	76
Boga	Boga	iic.			75
laGu	laGu	iic.			75
mAruwa	mAruwa	iic.			75
kRewra	kRewra	iic.			75
sAXu	sAXu	iic.			75
wamaH	wamas	iic.			75
Bexa	Bexa	iic.			75
manuja	manuja	iic.			75
Kara	Kara	iic.			74
karmasu	karman	n. pl. loc.			74
AyuXa	AyuXa	iic.			74
apaham	apaha	n. sg. nom.			74
wqRNA	wqRNA	iic.			74
XAnya	XAnya	iic.			74
xEva	xEva	iic.			74
awyanwa	awyanwa	iic.			73
hqxaya	hqxaya	iic.			73
balAH	bala	m. pl. nom.			73
jambIra	jambIra	iic.			73
mayam	maya	m. sg. acc.			73
mawwa	mawwa	iic.	max	pp.	73
svAXyAya	svAXyAya	iic.			73
muniH	muni	m. sg. nom.			73
anIkam	anIka	n. sg. acc.			73
hewuH	hewu	m. sg. nom.			72
lavaNa	lavaNa	iic.			72
kRaNAw	kRaNa	m. sg. abl.			72
rasena	rasa	m. sg. i.			72
yojana	yojana	iic.			72
yoni	yoni	iic.			72
jatA	jatA	iic.			72
viSeRa	viSeRa	iic.			72
BImasena	BImasena	iic.			72
Srama	Srama	iic.			71
wala	wala	iic.			71
hewu	hewu	iic.			71
viciwra	viciwra	iic.			71
bAhum	bAhu	m. sg. acc.			71
cApa	cApa	iic.			71
vega	vega	iic.			70
anwam	anwa	m. sg. acc.			70
uraga	uraga	iic.			70
manuRya	manuRya	iic.			70
asmaw	asmax	iic.			70
qRaBAH	qRaBa	m. pl. nom.			70
Axi	Axi	n. sg. acc.			69
lawA	lawA	iic.			69
arWAya	arWa	m. sg. dat.			69
BUri	BUri	iic.			69
Xvaja	Xvaja	iic.			69
wrayam	wraya	n. sg. nom.			69
vqwwi	vqwwi	iic.			69
sUkRma	sUkRma	iic.			68
pASa	pASa	iic.			68
yava	yava	iic.			68
mqwa	mqwa	iic.	mq	pp.	68
vinirmukwaH	vinirmukwa	m. sg. nom.	vinirmuc	pp.	68
balam	bala	n. sg. nom.			68
praXAna	praXAna	iic.			68
loBa	loBa	iic.			68
AwmajaH	Awmaja	m. sg. nom.			68
amiwra	amiwra	iic.			68
naKa	naKa	iic.			67
wejasA	wejas	n. sg. i.			67
anala	anala	iic.			67
kqmi	kqmi	iic.			67
Awmane	Awman	m. sg. dat.			67
grAma	grAma	iic.			67
Bqgu	Bqgu	iic.			67
ewaw	ewax	iic.			66
varjiwaH	varjiwa	m. sg. nom.	vqj	ca. pp.	66
xAra	xAra	iic.			66
BAga	BAga	iic.			66
safkASam	safkASa	m. sg. acc.			66
gaNAH	gaNa	m. pl. nom.			66
