[1]	[1]	24068
[1]	[45]	21968
[1]	[48]	21740
[1]	[37]	19297
[1]	[17]	15325
[1]	[41]	13439
[1]	[32]	12465
[1]	[2]	11845
[1]	[34]	11210
[1]	[22]	9838
[41]	[32]	9550
[1]	[46]	9485
[41]	[37]	9306
[41]	[1]	9271
[41]	[22]	8921
[41]	[45]	8577
[1]	[40]	8487
[41]	[48]	8446
[1]	[36]	8181
[1;16]	[32]	8031
[1;16]	[48]	7703
[1]	[43]	7607
[1;16]	[5]	7454
[1]	[5]	7013
[1;16]	[1]	6426
[41]	[17]	6402
[1]	[42]	6386
[1;16]	[37]	6320
[1]	[10]	6268
[1;16]	[22]	6260
[1]	[19]	6232
[1]	[24]	5744
[41]	[34]	5345
[41]	[41]	5091
[1]	[49]	4780
[1;16]	[45]	4767
[41]	[36]	4672
[3]	[48]	4597
[2]	[32]	4356
[41]	[46]	4309
[1;16]	[17]	4242
[41]	[3]	4212
[2]	[48]	4187
[1]	[35]	4011
[10]	[32]	4004
[2]	[45]	3986
[2]	[37]	3986
[41]	[2]	3953
[3]	[45]	3923
[3]	[37]	3882
[1]	[39]	3813
[1;16]	[41]	3706
[1]	[3]	3653
[41]	[42]	3605
[1]	[44]	3474
[41]	[40]	3470
[10]	[48]	3465
[2]	[1]	3459
[1;16]	[46]	3333
[41]	[5]	3313
[41]	[10]	3258
[1;16]	[36]	3171
[3]	[1]	3166
[3]	[22]	3145
[10]	[37]	3088
[3]	[32]	3057
[10]	[45]	3051
[32]	[37]	3045
[1;16]	[34]	2909
[10]	[22]	2895
[32]	[32]	2888
[3]	[17]	2874
[32]	[48]	2824
[32]	[45]	2782
[32]	[1]	2778
[2;16]	[22]	2754
[2]	[22]	2730
[1;16]	[40]	2694
[2]	[41]	2687
[2]	[17]	2677
[3]	[41]	2647
[2;16]	[32]	2628
[2;16]	[48]	2619
[41]	[43]	2524
[41]	[19]	2448
[2]	[34]	2409
[10]	[36]	2363
[1;16]	[42]	2353
[3]	[34]	2237
[5]	[48]	2233
[10]	[17]	2206
[41]	[49]	2189
[41]	[24]	2188
[10]	[41]	2141
[41]	[39]	2122
[32]	[17]	2118
[3]	[36]	2118
[5]	[45]	2029
[10]	[34]	1993
[32]	[22]	1964
[2]	[43]	1952
[2]	[36]	1928
[2]	[46]	1918
[5]	[37]	1904
[3]	[46]	1901
[2;16]	[37]	1874
[3]	[42]	1845
[2]	[10]	1832
[2]	[40]	1792
[10]	[1]	1772
[2]	[39]	1768
[2]	[42]	1752
[1;16]	[3]	1692
[10]	[42]	1690
[5]	[32]	1649
[3]	[40]	1546
[5]	[17]	1544
[2]	[5]	1544
[1;16]	[10]	1492
[1;16]	[49]	1491
[2;16]	[45]	1453
[1;16]	[19]	1414
[1;16]	[24]	1412
[10]	[46]	1411
[32]	[34]	1393
[1]	[7]	1390
[2]	[3]	1389
[1;16]	[39]	1384
[41]	[35]	1373
[2]	[2]	1342
[1]	[4]	1339
[5]	[41]	1321
[32]	[41]	1292
[36]	[1]	1277
[36]	[22]	1270
[32]	[46]	1267
[10]	[43]	1241
[3]	[10]	1209
[36]	[37]	1202
[10]	[40]	1188
[5]	[1]	1186
[2]	[19]	1185
[3]	[19]	1182
[11;16]	[22]	1177
[36]	[48]	1176
[3]	[24]	1172
[3]	[43]	1154
[3]	[3]	1149
[41]	[44]	1145
[36]	[45]	1135
[32]	[40]	1133
[5]	[34]	1128
[32]	[42]	1110
[2;16]	[17]	1102
[36]	[32]	1071
[5]	[36]	1070
[2]	[49]	1037
[3]	[49]	1020
[4]	[37]	1006
[1;16]	[35]	1001
[5]	[22]	999
[2;16]	[41]	999
[32]	[10]	988
[32]	[2]	976
[3]	[5]	974
[32]	[36]	931
[2;16]	[36]	920
[32]	[43]	911
[5]	[46]	896
[5]	[42]	891
[32]	[3]	873
[2]	[24]	849
[3]	[2]	846
[3;16]	[22]	845
[32]	[5]	844
[2;16]	[34]	842
[2;16]	[46]	837
[36]	[17]	836
[1]	[20]	817
[3;16]	[48]	812
[36]	[34]	807
[2;16]	[42]	804
[10]	[49]	803
[3;16]	[32]	792
[5]	[43]	779
[32]	[39]	771
[10]	[19]	770
[10]	[24]	766
[10]	[39]	753
[1]	[38]	750
[11;16]	[32]	747
[5]	[40]	746
[2]	[35]	735
[5;16]	[48]	735
[11;16]	[48]	727
[11;16]	[45]	723
[5;16]	[45]	719
[32]	[19]	718
[3;16]	[37]	707
[3;16]	[1]	668
[3]	[39]	653
[3;16]	[5]	651
[4]	[48]	647
[11;16]	[1]	647
[11;16]	[37]	645
[3;16]	[45]	643
[13]	[32]	642
[5;16]	[37]	631
[32]	[24]	627
[4]	[41]	623
